"","vetyears","natcity","natroad","natmass"
"23850","2 To 4 Years",NA,"About Right","About Right"
"23858","More Than 4 Yrs","Too Much","About Right","Too Little"
"23868","Less Than 2 Yrs","Too Little","Too Much","Too Little"
"23879","Less Than 2 Yrs",NA,"About Right","About Right"
"23884","2 To 4 Years","Too Little","Too Little","About Right"
"23886","2 To 4 Years",NA,NA,NA
"23903","2 To 4 Years","Too Little","About Right","About Right"
"23911","2 To 4 Years","About Right","About Right","About Right"
"23922","2 To 4 Years",NA,"About Right","Too Little"
"23925","More Than 4 Yrs",NA,"About Right","About Right"
"23929","More Than 4 Yrs","Too Much","About Right","Too Much"
"23934","Less Than 2 Yrs","About Right","About Right","Too Little"
"23937","2 To 4 Years",NA,"Too Little","Too Little"
"23938","2 To 4 Years",NA,"Too Little","About Right"
"23969","2 To 4 Years",NA,"About Right","About Right"
"23972","2 To 4 Years","About Right","Too Little","About Right"
"23999","Less Than 2 Yrs",NA,"About Right","About Right"
"24000","2 To 4 Years",NA,"Too Little","Too Little"
"24005","Less Than 2 Yrs","Too Little","About Right","About Right"
"24014","Less Than 2 Yrs",NA,"Too Little","Too Little"
"24019","2 To 4 Years","Too Much","About Right","Too Much"
"24020","Less Than 2 Yrs",NA,"About Right","About Right"
"24035","Less Than 2 Yrs",NA,"Too Little","About Right"
"24038","2 To 4 Years",NA,"Too Little","About Right"
"24044","More Than 4 Yrs",NA,"About Right","About Right"
"24053","Less Than 2 Yrs","About Right","About Right","About Right"
"24055","More Than 4 Yrs","About Right","Too Much","Too Much"
"24075","More Than 4 Yrs",NA,"Too Little","Too Little"
"24085","2 To 4 Years",NA,"About Right","About Right"
"24117","More Than 4 Yrs",NA,"About Right",NA
"24122","Less Than 2 Yrs","Too Little","About Right","About Right"
"24139","2 To 4 Years",NA,"Too Little","Too Little"
"24145","More Than 4 Yrs","Too Much","Too Little",NA
"24174","2 To 4 Years","About Right","Too Much","About Right"
"24177","Less Than 2 Yrs",NA,"About Right","Too Little"
"24183","More Than 4 Yrs",NA,"Too Little","About Right"
"24186","2 To 4 Years",NA,NA,NA
"24190","2 To 4 Years","About Right","Too Little","About Right"
"24191","2 To 4 Years","Too Little","About Right","About Right"
"24200","2 To 4 Years","About Right","About Right","About Right"
"24202","2 To 4 Years",NA,"Too Little","Too Little"
"24215","More Than 4 Yrs","About Right","Too Much","Too Little"
"24246","Less Than 2 Yrs",NA,"About Right","Too Much"
"24258","More Than 4 Yrs","Too Much","Too Little","About Right"
"24265","2 To 4 Years",NA,"Too Little","About Right"
"24270","2 To 4 Years","Too Much","Too Little","Too Little"
"24280","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"24287","2 To 4 Years","Too Little","Too Little","About Right"
"24291","More Than 4 Yrs",NA,"About Right","About Right"
"24293","2 To 4 Years","Too Little","Too Little","Too Little"
"24294","2 To 4 Years","Too Little","About Right","Too Little"
"24317","More Than 4 Yrs","Too Little","About Right","About Right"
"24329","2 To 4 Years",NA,"Too Little","Too Little"
"24337","2 To 4 Years","Too Little","About Right","About Right"
"24353","2 To 4 Years","About Right","Too Little","About Right"
"24360","More Than 4 Yrs","About Right","About Right","Too Little"
"24368","2 To 4 Years","Too Little","About Right","Too Little"
"24373","2 To 4 Years","About Right","About Right","Too Little"
"24375","2 To 4 Years",NA,"About Right","Too Little"
"24392","Less Than 2 Yrs","About Right","Too Little","Too Much"
"24404","2 To 4 Years","Too Little","Too Little","Too Little"
"24419","2 To 4 Years","Too Little","Too Little","Too Little"
"24420","Less Than 2 Yrs",NA,"Too Much","Too Much"
"24427","Less Than 2 Yrs",NA,"About Right","About Right"
"24428","2 To 4 Years","Too Little","Too Little","Too Little"
"24442","2 To 4 Years",NA,NA,NA
"24443","Less Than 2 Yrs",NA,"About Right","About Right"
"24461","More Than 4 Yrs","Too Little","Too Little","About Right"
"24470","More Than 4 Yrs","About Right","Too Little","About Right"
"24476","Less Than 2 Yrs","Too Little","Too Much","Too Little"
"24499","2 To 4 Years","Too Little","Too Little","Too Little"
"24501","2 To 4 Years","About Right","About Right","Too Little"
"24515","Less Than 2 Yrs","Too Little","Too Much","Too Little"
"24528","Less Than 2 Yrs",NA,"Too Little","About Right"
"24533","More Than 4 Yrs",NA,"Too Little","Too Little"
"24556","Less Than 2 Yrs","Too Little","Too Little","About Right"
"24573","More Than 4 Yrs","Too Little","About Right","Too Much"
"24575","2 To 4 Years",NA,"About Right",NA
"24581","2 To 4 Years","Too Little","About Right","About Right"
"24596","Less Than 2 Yrs",NA,"About Right","About Right"
"24598","2 To 4 Years","Too Much","About Right","Too Much"
"24622","Less Than 2 Yrs",NA,"About Right",NA
"24630","2 To 4 Years","About Right","Too Little","About Right"
"24636","2 To 4 Years","About Right","About Right",NA
"24667","More Than 4 Yrs",NA,"Too Little","Too Little"
"24670","More Than 4 Yrs",NA,"About Right","Too Little"
"24672","2 To 4 Years",NA,"Too Little",NA
"24678","More Than 4 Yrs",NA,"Too Little",NA
"24679","Less Than 2 Yrs",NA,"About Right","About Right"
"24681","More Than 4 Yrs","About Right","About Right","Too Little"
"24684","More Than 4 Yrs","Too Little","About Right","Too Little"
"24685","More Than 4 Yrs",NA,"About Right","Too Little"
"24690","2 To 4 Years",NA,"About Right","About Right"
"24691","More Than 4 Yrs","Too Little","About Right","About Right"
"24692","More Than 4 Yrs",NA,NA,NA
"24693","More Than 4 Yrs","Too Much","Too Little","Too Little"
"24694","2 To 4 Years",NA,"Too Little","About Right"
"24696","2 To 4 Years","Too Much","Too Much",NA
"24709","Less Than 2 Yrs","About Right","About Right","Too Much"
"24711","2 To 4 Years","About Right","About Right","Too Little"
"24715","2 To 4 Years",NA,"Too Little","Too Little"
"24760","2 To 4 Years",NA,"Too Much",NA
"24776","2 To 4 Years",NA,"Too Little",NA
"24790","More Than 4 Yrs",NA,"About Right","About Right"
"24792","2 To 4 Years",NA,"Too Little","Too Little"
"24802","2 To 4 Years","About Right","Too Little","About Right"
"24804","2 To 4 Years","About Right","Too Little","Too Much"
"24809","Less Than 2 Yrs",NA,"Too Little","Too Much"
"24837","2 To 4 Years",NA,"About Right","About Right"
"24844","2 To 4 Years","About Right","Too Little","About Right"
"24849","Less Than 2 Yrs",NA,"About Right",NA
"24850","2 To 4 Years",NA,"Too Much","About Right"
"24854","2 To 4 Years","Too Much","About Right","About Right"
"24866","Less Than 2 Yrs",NA,"Too Little","Too Little"
"24869","2 To 4 Years","Too Little","Too Little","Too Little"
"24875","2 To 4 Years","About Right","About Right","About Right"
"24879","More Than 4 Yrs","Too Little","Too Little","About Right"
"24882","2 To 4 Years","About Right","About Right","About Right"
"24898","2 To 4 Years",NA,NA,NA
"24901","2 To 4 Years","Too Little","Too Little","Too Little"
"24908","2 To 4 Years","Too Little","Too Little","Too Little"
"24934","2 To 4 Years",NA,"Too Little","About Right"
"24936","Less Than 2 Yrs","About Right","About Right","About Right"
"24945","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"24949","2 To 4 Years",NA,"About Right",NA
"24951","2 To 4 Years","Too Little","Too Little","Too Little"
"24958","2 To 4 Years","Too Little","About Right","Too Little"
"24967","2 To 4 Years","Too Little","Too Little","About Right"
"24971","2 To 4 Years",NA,NA,NA
"24976","2 To 4 Years",NA,"Too Little","Too Little"
"24986","More Than 4 Yrs","About Right","Too Little","Too Little"
"24987","More Than 4 Yrs",NA,"Too Little","Too Little"
"24995","Less Than 2 Yrs",NA,"About Right","About Right"
"25021","2 To 4 Years","Too Little","About Right","About Right"
"25022","Less Than 2 Yrs",NA,"Too Much","About Right"
"25042","2 To 4 Years",NA,"Too Little","About Right"
"25055","2 To 4 Years",NA,"Too Little","About Right"
"25060","2 To 4 Years",NA,"Too Little","About Right"
"25065","2 To 4 Years","Too Little","Too Little","Too Little"
"25081","More Than 4 Yrs",NA,"Too Little","About Right"
"25087","More Than 4 Yrs",NA,NA,"Too Much"
"25089","2 To 4 Years","Too Little","Too Little","Too Little"
"25097","More Than 4 Yrs",NA,"About Right","About Right"
"25107","More Than 4 Yrs",NA,"About Right","About Right"
"25110","2 To 4 Years",NA,"About Right","About Right"
"25113","Less Than 2 Yrs","Too Much","About Right","Too Much"
"25142","More Than 4 Yrs",NA,"Too Little","About Right"
"25143","2 To 4 Years","Too Little","Too Little","About Right"
"25145","2 To 4 Years",NA,"Too Little","Too Little"
"25147","2 To 4 Years","Too Little","Too Much","Too Little"
"25151","Less Than 2 Yrs",NA,"Too Little","Too Little"
"25157","2 To 4 Years",NA,"Too Little","About Right"
"25159","2 To 4 Years","Too Little","About Right","About Right"
"25160","Less Than 2 Yrs",NA,"Too Much","Too Little"
"25161","2 To 4 Years","Too Little","About Right","Too Much"
"25170","Less Than 2 Yrs","Too Little","About Right","Too Little"
"25178","2 To 4 Years","About Right","Too Little","Too Little"
"25179","2 To 4 Years","Too Little","Too Little","Too Little"
"25218","2 To 4 Years","Too Little","About Right","Too Little"
"25222","More Than 4 Yrs",NA,"About Right","Too Little"
"25228","Less Than 2 Yrs",NA,"Too Little","About Right"
"25232","2 To 4 Years","Too Little","About Right","About Right"
"25238","More Than 4 Yrs",NA,NA,NA
"25245","Less Than 2 Yrs",NA,"Too Little","Too Much"
"25254","2 To 4 Years","About Right","About Right","About Right"
"25255","2 To 4 Years",NA,NA,NA
"25259","Less Than 2 Yrs","About Right","About Right","About Right"
"25265","Less Than 2 Yrs","About Right","About Right","Too Little"
"25267","Less Than 2 Yrs",NA,"About Right","Too Little"
"25289","Less Than 2 Yrs",NA,"About Right","About Right"
"25297","Less Than 2 Yrs","Too Little","About Right","About Right"
"25298","2 To 4 Years","About Right","About Right","Too Little"
"25315","Less Than 2 Yrs",NA,"About Right","Too Little"
"25317","More Than 4 Yrs",NA,"Too Little","Too Little"
"25322","Less Than 2 Yrs","About Right","Too Little","Too Little"
"25328","Less Than 2 Yrs",NA,"Too Little","Too Little"
"25340","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"25343","2 To 4 Years",NA,"Too Little","Too Little"
"25344","More Than 4 Yrs",NA,"About Right","About Right"
"25350","2 To 4 Years","Too Little","Too Much","Too Little"
"25355","2 To 4 Years",NA,"About Right","About Right"
"25357","2 To 4 Years","Too Little","Too Little","Too Little"
"25365","More Than 4 Yrs","Too Little","Too Little","Too Little"
"25366","2 To 4 Years",NA,"Too Little","About Right"
"25370","2 To 4 Years","Too Little","Too Little","About Right"
"25379","More Than 4 Yrs","Too Little","Too Little","Too Little"
"25381","2 To 4 Years",NA,"About Right","About Right"
"25434","More Than 4 Yrs","Too Little","Too Little","Too Little"
"25437","2 To 4 Years",NA,"Too Little","Too Little"
"25460","2 To 4 Years",NA,"About Right","About Right"
"25470","Less Than 2 Yrs",NA,NA,NA
"25479","2 To 4 Years","Too Much","About Right","Too Much"
"25482","2 To 4 Years",NA,"Too Little","Too Little"
"25484","More Than 4 Yrs",NA,"About Right","About Right"
"25487","2 To 4 Years","Too Little","Too Little","Too Little"
"25488","Less Than 2 Yrs",NA,"Too Little","Too Little"
"25505","2 To 4 Years","Too Little","Too Little","Too Much"
"25506","2 To 4 Years",NA,"Too Little","Too Little"
"25528","More Than 4 Yrs","Too Much",NA,"Too Much"
"25538","More Than 4 Yrs","Too Little","Too Little","Too Little"
"25547","2 To 4 Years","Too Little","About Right","About Right"
"25549","More Than 4 Yrs",NA,"Too Little","About Right"
"25554","2 To 4 Years",NA,"Too Little","About Right"
"25563","2 To 4 Years","About Right","About Right","Too Little"
"25564","More Than 4 Yrs","About Right","Too Little","About Right"
"25569","2 To 4 Years","Too Little","Too Little","Too Little"
"25573","More Than 4 Yrs","Too Little","Too Little","Too Little"
"25583","Less Than 2 Yrs","Too Little","About Right","Too Little"
"25587","2 To 4 Years",NA,"Too Little","Too Little"
"25588","More Than 4 Yrs","Too Much","Too Little","Too Much"
"25592","2 To 4 Years",NA,NA,NA
"25601","Less Than 2 Yrs",NA,"About Right","About Right"
"25606","2 To 4 Years","About Right","Too Little","Too Little"
"25610","Less Than 2 Yrs","Too Little","About Right","About Right"
"25618","More Than 4 Yrs",NA,"About Right","About Right"
"25629","More Than 4 Yrs",NA,"About Right","Too Much"
"25635","2 To 4 Years",NA,"About Right","About Right"
"25645","2 To 4 Years",NA,NA,NA
"25662","2 To 4 Years",NA,"Too Little","Too Little"
"25693","Less Than 2 Yrs","Too Little","About Right","About Right"
"25707","2 To 4 Years",NA,"Too Little","Too Little"
"25730","2 To 4 Years","Too Little","Too Little","Too Little"
"25731","2 To 4 Years",NA,"About Right","Too Little"
"25733","Less Than 2 Yrs",NA,"About Right","About Right"
"25734","2 To 4 Years","Too Little","About Right","Too Little"
"25739","2 To 4 Years","Too Little","Too Little","Too Little"
"25754","More Than 4 Yrs","Too Much","Too Little","Too Much"
"25763","2 To 4 Years",NA,"Too Little","About Right"
"25764","2 To 4 Years","About Right","About Right","About Right"
"25776","2 To 4 Years",NA,"Too Little","Too Little"
"25785","2 To 4 Years",NA,"About Right","About Right"
"25792","Less Than 2 Yrs",NA,"About Right","Too Little"
"25802","More Than 4 Yrs",NA,"Too Little","About Right"
"25821","More Than 4 Yrs","Too Little","About Right","About Right"
"25824","2 To 4 Years","About Right","Too Little","Too Little"
"25843","Less Than 2 Yrs",NA,"Too Little","About Right"
"25855","2 To 4 Years",NA,"About Right","About Right"
"25860","More Than 4 Yrs","About Right","Too Little","About Right"
"25872","2 To 4 Years","Too Little","Too Little",NA
"25874","2 To 4 Years",NA,NA,NA
"25881","2 To 4 Years","About Right","Too Little","Too Little"
"25925","2 To 4 Years","Too Much","Too Little","About Right"
"25955","Less Than 2 Yrs",NA,"About Right","About Right"
"25977","Less Than 2 Yrs",NA,"About Right","About Right"
"25988","2 To 4 Years",NA,"Too Little",NA
"25996","2 To 4 Years",NA,"About Right","Too Little"
"25999","Less Than 2 Yrs","About Right","Too Little","Too Much"
"26001","Less Than 2 Yrs",NA,"Too Little","Too Little"
"26010","2 To 4 Years","Too Little","Too Little","Too Little"
"26021","Less Than 2 Yrs",NA,"About Right",NA
"26027","2 To 4 Years",NA,"About Right","Too Little"
"26034","More Than 4 Yrs","Too Little","About Right","Too Little"
"26035","More Than 4 Yrs","Too Much","Too Little","About Right"
"26063","Less Than 2 Yrs","Too Little","Too Little","About Right"
"26080","2 To 4 Years","Too Little","About Right","Too Little"
"26083","2 To 4 Years","About Right","Too Little","Too Little"
"26084","More Than 4 Yrs","Too Little","Too Little","Too Little"
"26089","More Than 4 Yrs",NA,"Too Little","About Right"
"26091","Less Than 2 Yrs","About Right","About Right","About Right"
"26092","More Than 4 Yrs","Too Much","About Right","Too Much"
"26093","2 To 4 Years",NA,"Too Little","Too Much"
"26094","2 To 4 Years",NA,"About Right","About Right"
"26119","2 To 4 Years",NA,"About Right","About Right"
"26147","2 To 4 Years","Too Little","Too Little","About Right"
"26149","2 To 4 Years",NA,"About Right","About Right"
"26201","Less Than 2 Yrs",NA,"Too Little","About Right"
"26205","2 To 4 Years","Too Little","Too Little","About Right"
"26215","2 To 4 Years","About Right","About Right","About Right"
"26221","2 To 4 Years",NA,"Too Little","About Right"
"26233","2 To 4 Years",NA,"Too Little","Too Little"
"26235","2 To 4 Years","About Right","Too Little","About Right"
"26239","2 To 4 Years","Too Little","About Right","Too Little"
"26252","2 To 4 Years",NA,"About Right","Too Much"
"26255","2 To 4 Years","About Right","About Right","Too Much"
"26256","2 To 4 Years",NA,"Too Little","Too Little"
"26264","More Than 4 Yrs",NA,"Too Much",NA
"26271","2 To 4 Years","Too Little","Too Much","Too Little"
"26276","2 To 4 Years","About Right","About Right","About Right"
"26291","2 To 4 Years",NA,NA,"Too Much"
"26294","Less Than 2 Yrs",NA,NA,"Too Little"
"26298","Less Than 2 Yrs","Too Little","Too Much","About Right"
"26307","2 To 4 Years","Too Much","Too Little","Too Little"
"26311","More Than 4 Yrs",NA,"About Right","Too Little"
"26317","2 To 4 Years",NA,"Too Little","Too Little"
"26338","2 To 4 Years",NA,"Too Little","About Right"
"26342","More Than 4 Yrs",NA,"About Right","Too Little"
"26348","2 To 4 Years",NA,"About Right","Too Little"
"26353","Less Than 2 Yrs",NA,"About Right","About Right"
"26372","2 To 4 Years","About Right","Too Little","Too Little"
